pnum,date,count,year,nestbox,clear_date,missing_entire_brood,suspected_predation,lay_date,april_lay_date,lay_date_visit_interval,laying_rate,incubation_started,num_broken_eggs,hatch_date,april_hatch_date,incubation_duration,total_egg_weight,num_eggs_weighed,clutch_size,num_chicks,num_chicks_ringed,april_ring_date,ring_day,num_live_chicks,num_dead_chicks,num_fledglings,mean_chick_weight,father,mother,resident,natal_box,year_born,bto_age,age,x,y,type,poly,edge_edi,altitude_m,aspect,northness,habitat_type,soil_type,recorded,total_recordings,missing_recordings,first_recorded,last_recorded,delay,n_vocalisations,repertoire_size,days_from_lay,date_first,date_last
20201EX25,2020-04-15,12,2020,EX25,2020-05-31,,,2020-04-17,17.0,6.0,0.5,True,0,2020-05-08,38.0,14.0,6.8,4.0,8.0,6.0,6,52.0,15.0,6.0,0,6,18.8,tw41850,vz31314,False,,2019.0,5.0,1,446123.33,208965.71,G,14508.79,421.145,104.815,23.7335,0.915427424,5.0,2.0,True,21,0,2020-04-13,2020-04-15,-4.0,20,2.0,-2.0,2020-04-15,2020-04-15
20201EX26,2020-04-30,2,2020,EX26,2020-05-31,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-07,37.0,11.0,6.0,4.0,10.0,10.0,10,51.0,15.0,10.0,0,10,18.73,tw41874,vz29229,False,,2019.0,5.0,1,446155.33,208949.71,G,10013.99,424.882,106.03,351.446,0.988876117,5.0,2.0,True,28,0,2020-04-30,2020-05-03,13.0,111,7.0,13.0,2020-04-30,2020-05-03
20201EX26,2020-05-01,10,2020,EX26,2020-05-31,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-07,37.0,11.0,6.0,4.0,10.0,10.0,10,51.0,15.0,10.0,0,10,18.73,tw41874,vz29229,False,,2019.0,5.0,1,446155.33,208949.71,G,10013.99,424.882,106.03,351.446,0.988876117,5.0,2.0,True,28,0,2020-04-30,2020-05-03,13.0,111,7.0,14.0,2020-04-30,2020-05-03
20201EX26,2020-05-02,28,2020,EX26,2020-05-31,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-07,37.0,11.0,6.0,4.0,10.0,10.0,10,51.0,15.0,10.0,0,10,18.73,tw41874,vz29229,False,,2019.0,5.0,1,446155.33,208949.71,G,10013.99,424.882,106.03,351.446,0.988876117,5.0,2.0,True,28,0,2020-04-30,2020-05-03,13.0,111,7.0,15.0,2020-04-30,2020-05-03
20201EX26,2020-05-03,9,2020,EX26,2020-05-31,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-07,37.0,11.0,6.0,4.0,10.0,10.0,10,51.0,15.0,10.0,0,10,18.73,tw41874,vz29229,False,,2019.0,5.0,1,446155.33,208949.71,G,10013.99,424.882,106.03,351.446,0.988876117,5.0,2.0,True,28,0,2020-04-30,2020-05-03,13.0,111,7.0,16.0,2020-04-30,2020-05-03
20201EX29,2020-04-30,2,2020,EX29,2020-05-31,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-13,43.0,14.0,4.8,3.0,8.0,4.0,4,57.0,15.0,4.0,0,4,18.1,,y839893,,,,,,446108.33,208834.71,G,9128.75,431.476,117.835,8.78083,0.988279512,5.0,2.0,True,28,0,2020-04-30,2020-05-03,8.0,14,3.0,8.0,2020-04-30,2020-05-03
20201EX29,2020-05-01,2,2020,EX29,2020-05-31,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-13,43.0,14.0,4.8,3.0,8.0,4.0,4,57.0,15.0,4.0,0,4,18.1,,y839893,,,,,,446108.33,208834.71,G,9128.75,431.476,117.835,8.78083,0.988279512,5.0,2.0,True,28,0,2020-04-30,2020-05-03,8.0,14,3.0,9.0,2020-04-30,2020-05-03
20201EX29,2020-05-02,1,2020,EX29,2020-05-31,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-13,43.0,14.0,4.8,3.0,8.0,4.0,4,57.0,15.0,4.0,0,4,18.1,,y839893,,,,,,446108.33,208834.71,G,9128.75,431.476,117.835,8.78083,0.988279512,5.0,2.0,True,28,0,2020-04-30,2020-05-03,8.0,14,3.0,10.0,2020-04-30,2020-05-03
20201EX29,2020-05-03,2,2020,EX29,2020-05-31,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-13,43.0,14.0,4.8,3.0,8.0,4.0,4,57.0,15.0,4.0,0,4,18.1,,y839893,,,,,,446108.33,208834.71,G,9128.75,431.476,117.835,8.78083,0.988279512,5.0,2.0,True,28,0,2020-04-30,2020-05-03,8.0,14,3.0,11.0,2020-04-30,2020-05-03
20201EX3,2020-04-13,15,2020,EX3,2020-05-30,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-06,36.0,12.0,6.2,4.0,8.0,7.0,7,50.0,15.0,7.0,0,7,18.94,vz31212,vz29502,True,C63,2019.0,5.0,1,445602.33,208356.71,G,4056.05,299.677,149.83,282.881,0.222926861,5.0,1.0,True,21,0,2020-04-13,2020-04-15,-4.0,17,1.0,-4.0,2020-04-13,2020-04-15
20201EX3,2020-04-14,1,2020,EX3,2020-05-30,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-06,36.0,12.0,6.2,4.0,8.0,7.0,7,50.0,15.0,7.0,0,7,18.94,vz31212,vz29502,True,C63,2019.0,5.0,1,445602.33,208356.71,G,4056.05,299.677,149.83,282.881,0.222926861,5.0,1.0,True,21,0,2020-04-13,2020-04-15,-4.0,17,1.0,-3.0,2020-04-13,2020-04-15
20201EX3,2020-04-15,16,2020,EX3,2020-05-30,,,2020-04-17,17.0,6.0,1.0,True,0,2020-05-06,36.0,12.0,6.2,4.0,8.0,7.0,7,50.0,15.0,7.0,0,7,18.94,vz31212,vz29502,True,C63,2019.0,5.0,1,445602.33,208356.71,G,4056.05,299.677,149.83,282.881,0.222926861,5.0,1.0,True,21,0,2020-04-13,2020-04-15,-4.0,17,1.0,-2.0,2020-04-13,2020-04-15
20201EX62A,2020-05-04,0,2020,EX62A,2020-06-09,,,2020-04-21,21.0,6.0,1.0,True,0,2020-05-13,43.0,13.0,5.3,3.0,10.0,9.0,9,57.0,15.0,9.0,0,9,16.63,ty69097,ty69065,False,,2019.0,5.0,1,446322.33,208376.71,G,9477.6,59.5654,148.145,75.0375,0.258186793,3.0,1.0,True,28,0,2020-05-04,2020-05-07,13.0,33,4.0,13.0,2020-05-04,2020-05-07
20201EX62A,2020-05-05,0,2020,EX62A,2020-06-09,,,2020-04-21,21.0,6.0,1.0,True,0,2020-05-13,43.0,13.0,5.3,3.0,10.0,9.0,9,57.0,15.0,9.0,0,9,16.63,ty69097,ty69065,False,,2019.0,5.0,1,446322.33,208376.71,G,9477.6,59.5654,148.145,75.0375,0.258186793,3.0,1.0,True,28,0,2020-05-04,2020-05-07,13.0,33,4.0,14.0,2020-05-04,2020-05-07
20201EX62A,2020-05-06,9,2020,EX62A,2020-06-09,,,2020-04-21,21.0,6.0,1.0,True,0,2020-05-13,43.0,13.0,5.3,3.0,10.0,9.0,9,57.0,15.0,9.0,0,9,16.63,ty69097,ty69065,False,,2019.0,5.0,1,446322.33,208376.71,G,9477.6,59.5654,148.145,75.0375,0.258186793,3.0,1.0,True,28,0,2020-05-04,2020-05-07,13.0,33,4.0,15.0,2020-05-04,2020-05-07
20201EX62A,2020-05-07,8,2020,EX62A,2020-06-09,,,2020-04-21,21.0,6.0,1.0,True,0,2020-05-13,43.0,13.0,5.3,3.0,10.0,9.0,9,57.0,15.0,9.0,0,9,16.63,ty69097,ty69065,False,,2019.0,5.0,1,446322.33,208376.71,G,9477.6,59.5654,148.145,75.0375,0.258186793,3.0,1.0,True,28,0,2020-05-04,2020-05-07,13.0,33,4.0,16.0,2020-05-04,2020-05-07
20201EX64,2020-05-04,2,2020,EX64,2020-06-09,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-12,42.0,12.0,,,9.0,9.0,9,56.0,15.0,9.0,0,9,18.9,vz30485,ty69052,True,EX32,2018.0,6.0,2,446184.33,208449.71,G,13576.03,120.781,151.013,7.95982,0.990365424,4.0,1.0,True,24,5,2020-05-04,2020-05-07,12.0,33,2.0,12.0,2020-05-04,2020-05-06
20201EX64,2020-05-05,3,2020,EX64,2020-06-09,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-12,42.0,12.0,,,9.0,9.0,9,56.0,15.0,9.0,0,9,18.9,vz30485,ty69052,True,EX32,2018.0,6.0,2,446184.33,208449.71,G,13576.03,120.781,151.013,7.95982,0.990365424,4.0,1.0,True,24,5,2020-05-04,2020-05-07,12.0,33,2.0,13.0,2020-05-04,2020-05-06
20201EX64,2020-05-06,3,2020,EX64,2020-06-09,,,2020-04-22,22.0,6.0,1.0,True,0,2020-05-12,42.0,12.0,,,9.0,9.0,9,56.0,15.0,9.0,0,9,18.9,vz30485,ty69052,True,EX32,2018.0,6.0,2,446184.33,208449.71,G,13576.03,120.781,151.013,7.95982,0.990365424,4.0,1.0,True,24,5,2020-05-04,2020-05-07,12.0,33,2.0,14.0,2020-05-04,2020-05-06
20201EX76,2020-04-27,38,2020,EX76,2020-06-04,,,2020-04-19,19.0,6.0,,True,0,2020-05-08,38.0,12.0,7.3,4.0,8.0,8.0,8,52.0,15.0,8.0,0,8,19.33,,ts46392,,,,,,445899.33,207993.71,G,11600.63,102.08,147.492,190.493,-0.983277164,3.0,1.0,True,21,0,2020-04-27,2020-04-29,8.0,162,5.0,8.0,2020-04-27,2020-04-29
20201EX76,2020-04-28,0,2020,EX76,2020-06-04,,,2020-04-19,19.0,6.0,,True,0,2020-05-08,38.0,12.0,7.3,4.0,8.0,8.0,8,52.0,15.0,8.0,0,8,19.33,,ts46392,,,,,,445899.33,207993.71,G,11600.63,102.08,147.492,190.493,-0.983277164,3.0,1.0,True,21,0,2020-04-27,2020-04-29,8.0,162,5.0,9.0,2020-04-27,2020-04-29
20201EX76,2020-04-29,6,2020,EX76,2020-06-04,,,2020-04-19,19.0,6.0,,True,0,2020-05-08,38.0,12.0,7.3,4.0,8.0,8.0,8,52.0,15.0,8.0,0,8,19.33,,ts46392,,,,,,445899.33,207993.71,G,11600.63,102.08,147.492,190.493,-0.983277164,3.0,1.0,True,21,0,2020-04-27,2020-04-29,8.0,162,5.0,10.0,2020-04-27,2020-04-29
20201EX78,2020-05-04,93,2020,EX78,2020-05-30,,,2020-04-25,25.0,7.0,,True,0,2020-05-16,46.0,12.0,7.0,4.0,10.0,7.0,0,,,,1,0,,ty69096,,False,,2019.0,5.0,1,446079.33,207964.71,G,6145.41,3.02417,146.35,180.845,-0.99989125,3.0,2.0,True,28,0,2020-05-04,2020-05-07,9.0,56,5.0,9.0,2020-05-04,2020-05-07
20201EX78,2020-05-05,12,2020,EX78,2020-05-30,,,2020-04-25,25.0,7.0,,True,0,2020-05-16,46.0,12.0,7.0,4.0,10.0,7.0,0,,,,1,0,,ty69096,,False,,2019.0,5.0,1,446079.33,207964.71,G,6145.41,3.02417,146.35,180.845,-0.99989125,3.0,2.0,True,28,0,2020-05-04,2020-05-07,9.0,56,5.0,10.0,2020-05-04,2020-05-07
20201EX78,2020-05-06,27,2020,EX78,2020-05-30,,,2020-04-25,25.0,7.0,,True,0,2020-05-16,46.0,12.0,7.0,4.0,10.0,7.0,0,,,,1,0,,ty69096,,False,,2019.0,5.0,1,446079.33,207964.71,G,6145.41,3.02417,146.35,180.845,-0.99989125,3.0,2.0,True,28,0,2020-05-04,2020-05-07,9.0,56,5.0,11.0,2020-05-04,2020-05-07
20201EX78,2020-05-07,122,2020,EX78,2020-05-30,,,2020-04-25,25.0,7.0,,True,0,2020-05-16,46.0,12.0,7.0,4.0,10.0,7.0,0,,,,1,0,,ty69096,,False,,2019.0,5.0,1,446079.33,207964.71,G,6145.41,3.02417,146.35,180.845,-0.99989125,3.0,2.0,True,28,0,2020-05-04,2020-05-07,9.0,56,5.0,12.0,2020-05-04,2020-05-07
20201MP20,2020-04-29,1,2020,MP20,2020-05-29,,,2020-04-19,19.0,7.0,1.0,True,0,2020-05-07,37.0,13.0,7.0,4.0,6.0,6.0,5,51.0,15.0,6.0,0,5,15.52,,vz30800,,,,,,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,31,3.0,10.0,2020-04-29,2020-05-02
20201MP20,2020-04-30,1,2020,MP20,2020-05-29,,,2020-04-19,19.0,7.0,1.0,True,0,2020-05-07,37.0,13.0,7.0,4.0,6.0,6.0,5,51.0,15.0,6.0,0,5,15.52,,vz30800,,,,,,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,31,3.0,11.0,2020-04-29,2020-05-02
20201MP20,2020-05-01,4,2020,MP20,2020-05-29,,,2020-04-19,19.0,7.0,1.0,True,0,2020-05-07,37.0,13.0,7.0,4.0,6.0,6.0,5,51.0,15.0,6.0,0,5,15.52,,vz30800,,,,,,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,31,3.0,12.0,2020-04-29,2020-05-02
20201MP20,2020-05-02,1,2020,MP20,2020-05-29,,,2020-04-19,19.0,7.0,1.0,True,0,2020-05-07,37.0,13.0,7.0,4.0,6.0,6.0,5,51.0,15.0,6.0,0,5,15.52,,vz30800,,,,,,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,31,3.0,13.0,2020-04-29,2020-05-02
20201MP25,2020-04-15,11,2020,MP25,2020-05-26,,,,,,,,0,,,,,,,,0,,,,0,0,,,ts47926,,,,,,448397.72,207421.76,G,982.924,7.01378,70.7218,87.6633,0.040771804,3.0,3.0,True,21,0,2020-04-15,2020-04-17,,202,3.0,,2020-04-15,2020-04-17
20201MP25,2020-04-16,329,2020,MP25,2020-05-26,,,,,,,,0,,,,,,,,0,,,,0,0,,,ts47926,,,,,,448397.72,207421.76,G,982.924,7.01378,70.7218,87.6633,0.040771804,3.0,3.0,True,21,0,2020-04-15,2020-04-17,,202,3.0,,2020-04-15,2020-04-17
20201MP25,2020-04-17,25,2020,MP25,2020-05-26,,,,,,,,0,,,,,,,,0,,,,0,0,,,ts47926,,,,,,448397.72,207421.76,G,982.924,7.01378,70.7218,87.6633,0.040771804,3.0,3.0,True,21,0,2020-04-15,2020-04-17,,202,3.0,,2020-04-15,2020-04-17
20201MP29,2020-04-15,4,2020,MP29,2020-05-28,,,2020-04-15,15.0,7.0,1.0,True,0,2020-05-06,36.0,12.0,5.4,4.0,10.0,10.0,10,50.0,15.0,10.0,0,10,16.25,tv44566,vz33786,True,SW129,2018.0,6.0,2,448377.72,207353.76,G,1042.02,43.7918,71.8243,89.6236,0.006569372,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,69,5.0,0.0,2020-04-15,2020-04-17
20201MP29,2020-04-16,4,2020,MP29,2020-05-28,,,2020-04-15,15.0,7.0,1.0,True,0,2020-05-06,36.0,12.0,5.4,4.0,10.0,10.0,10,50.0,15.0,10.0,0,10,16.25,tv44566,vz33786,True,SW129,2018.0,6.0,2,448377.72,207353.76,G,1042.02,43.7918,71.8243,89.6236,0.006569372,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,69,5.0,1.0,2020-04-15,2020-04-17
20201MP29,2020-04-17,35,2020,MP29,2020-05-28,,,2020-04-15,15.0,7.0,1.0,True,0,2020-05-06,36.0,12.0,5.4,4.0,10.0,10.0,10,50.0,15.0,10.0,0,10,16.25,tv44566,vz33786,True,SW129,2018.0,6.0,2,448377.72,207353.76,G,1042.02,43.7918,71.8243,89.6236,0.006569372,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,69,5.0,2.0,2020-04-15,2020-04-17
20201MP34,2020-04-15,152,2020,MP34,2020-05-28,,,2020-04-15,15.0,7.0,,True,0,2020-05-05,35.0,14.0,6.8,4.0,7.0,6.0,6,49.0,15.0,6.0,0,6,19.32,ty70022,ty70024,False,,,6.0,adult,448488.72,207295.76,G,1741.2,13.4974,65.4708,75.92,0.243276448,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,257,4.0,0.0,2020-04-15,2020-04-17
20201MP34,2020-04-16,69,2020,MP34,2020-05-28,,,2020-04-15,15.0,7.0,,True,0,2020-05-05,35.0,14.0,6.8,4.0,7.0,6.0,6,49.0,15.0,6.0,0,6,19.32,ty70022,ty70024,False,,,6.0,adult,448488.72,207295.76,G,1741.2,13.4974,65.4708,75.92,0.243276448,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,257,4.0,1.0,2020-04-15,2020-04-17
20201MP34,2020-04-17,16,2020,MP34,2020-05-28,,,2020-04-15,15.0,7.0,,True,0,2020-05-05,35.0,14.0,6.8,4.0,7.0,6.0,6,49.0,15.0,6.0,0,6,19.32,ty70022,ty70024,False,,,6.0,adult,448488.72,207295.76,G,1741.2,13.4974,65.4708,75.92,0.243276448,3.0,3.0,True,21,0,2020-04-15,2020-04-17,0.0,257,4.0,2.0,2020-04-15,2020-04-17
20201MP41,2020-04-29,0,2020,MP41,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,14.0,4.8,3.0,6.0,4.0,3,51.0,15.0,3.0,0,3,16.97,,vz32536,,,,,,448487.72,207218.76,G,1569.9,60.0778,66.2083,74.4991,0.267253513,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,163,5.0,11.0,2020-04-29,2020-05-02
20201MP41,2020-04-30,2,2020,MP41,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,14.0,4.8,3.0,6.0,4.0,3,51.0,15.0,3.0,0,3,16.97,,vz32536,,,,,,448487.72,207218.76,G,1569.9,60.0778,66.2083,74.4991,0.267253513,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,163,5.0,12.0,2020-04-29,2020-05-02
20201MP41,2020-05-01,0,2020,MP41,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,14.0,4.8,3.0,6.0,4.0,3,51.0,15.0,3.0,0,3,16.97,,vz32536,,,,,,448487.72,207218.76,G,1569.9,60.0778,66.2083,74.4991,0.267253513,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,163,5.0,13.0,2020-04-29,2020-05-02
20201MP41,2020-05-02,0,2020,MP41,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,14.0,4.8,3.0,6.0,4.0,3,51.0,15.0,3.0,0,3,16.97,,vz32536,,,,,,448487.72,207218.76,G,1569.9,60.0778,66.2083,74.4991,0.267253513,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,163,5.0,14.0,2020-04-29,2020-05-02
20201MP42,2020-04-29,5,2020,MP42,2020-06-05,,,2020-04-25,25.0,7.0,1.0,True,0,2020-05-14,44.0,12.0,5.0,3.0,8.0,8.0,3,58.0,15.0,3.0,0,3,15.13,ts47968,te80990,True,MP92,2019.0,5.0,1,448447.72,207210.76,G,2122.14,100.509,68.1268,71.8225,0.311961841,3.0,3.0,True,28,0,2020-04-29,2020-05-02,4.0,225,5.0,4.0,2020-04-29,2020-05-02
20201MP42,2020-04-30,11,2020,MP42,2020-06-05,,,2020-04-25,25.0,7.0,1.0,True,0,2020-05-14,44.0,12.0,5.0,3.0,8.0,8.0,3,58.0,15.0,3.0,0,3,15.13,ts47968,te80990,True,MP92,2019.0,5.0,1,448447.72,207210.76,G,2122.14,100.509,68.1268,71.8225,0.311961841,3.0,3.0,True,28,0,2020-04-29,2020-05-02,4.0,225,5.0,5.0,2020-04-29,2020-05-02
20201MP42,2020-05-01,3,2020,MP42,2020-06-05,,,2020-04-25,25.0,7.0,1.0,True,0,2020-05-14,44.0,12.0,5.0,3.0,8.0,8.0,3,58.0,15.0,3.0,0,3,15.13,ts47968,te80990,True,MP92,2019.0,5.0,1,448447.72,207210.76,G,2122.14,100.509,68.1268,71.8225,0.311961841,3.0,3.0,True,28,0,2020-04-29,2020-05-02,4.0,225,5.0,6.0,2020-04-29,2020-05-02
20201MP42,2020-05-02,19,2020,MP42,2020-06-05,,,2020-04-25,25.0,7.0,1.0,True,0,2020-05-14,44.0,12.0,5.0,3.0,8.0,8.0,3,58.0,15.0,3.0,0,3,15.13,ts47968,te80990,True,MP92,2019.0,5.0,1,448447.72,207210.76,G,2122.14,100.509,68.1268,71.8225,0.311961841,3.0,3.0,True,28,0,2020-04-29,2020-05-02,4.0,225,5.0,7.0,2020-04-29,2020-05-02
20201MP48,2020-04-29,2,2020,MP48,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.0,3.0,8.0,8.0,7,51.0,15.0,7.0,1,6,15.56,vz32539,vz33789,True,MP38,2018.0,6.0,2,448556.72,207188.76,G,2557.89,13.4518,63.9256,73.7467,0.279884308,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,99,6.0,11.0,2020-04-29,2020-05-02
20201MP48,2020-04-30,12,2020,MP48,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.0,3.0,8.0,8.0,7,51.0,15.0,7.0,1,6,15.56,vz32539,vz33789,True,MP38,2018.0,6.0,2,448556.72,207188.76,G,2557.89,13.4518,63.9256,73.7467,0.279884308,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,99,6.0,12.0,2020-04-29,2020-05-02
20201MP48,2020-05-01,4,2020,MP48,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.0,3.0,8.0,8.0,7,51.0,15.0,7.0,1,6,15.56,vz32539,vz33789,True,MP38,2018.0,6.0,2,448556.72,207188.76,G,2557.89,13.4518,63.9256,73.7467,0.279884308,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,99,6.0,13.0,2020-04-29,2020-05-02
20201MP48,2020-05-02,5,2020,MP48,2020-05-29,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.0,3.0,8.0,8.0,7,51.0,15.0,7.0,1,6,15.56,vz32539,vz33789,True,MP38,2018.0,6.0,2,448556.72,207188.76,G,2557.89,13.4518,63.9256,73.7467,0.279884308,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,99,6.0,14.0,2020-04-29,2020-05-02
20201MP50,2020-04-29,0,2020,MP50,2020-05-17,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.5,3.0,8.0,6.0,0,,,,6,0,,,vz30901,,,,,,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,48,3.0,11.0,2020-04-29,2020-05-02
20201MP50,2020-04-30,0,2020,MP50,2020-05-17,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.5,3.0,8.0,6.0,0,,,,6,0,,,vz30901,,,,,,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,48,3.0,12.0,2020-04-29,2020-05-02
20201MP50,2020-05-01,3,2020,MP50,2020-05-17,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.5,3.0,8.0,6.0,0,,,,6,0,,,vz30901,,,,,,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,48,3.0,13.0,2020-04-29,2020-05-02
20201MP50,2020-05-02,0,2020,MP50,2020-05-17,,,2020-04-18,18.0,7.0,,True,0,2020-05-07,37.0,12.0,5.5,3.0,8.0,6.0,0,,,,6,0,,,vz30901,,,,,,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3.0,3.0,True,28,0,2020-04-29,2020-05-02,11.0,48,3.0,14.0,2020-04-29,2020-05-02
20201MP52,2020-04-29,2,2020,MP52,2020-06-05,,,2020-04-19,19.0,7.0,0.0,True,0,,,,5.6,3.0,5.0,,0,,,,0,0,,,vs84272,,,,,,448469.72,207074.76,G,1901.72,127.995,70.8166,87.4407,0.044653359,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,28,3.0,10.0,2020-04-29,2020-05-02
20201MP52,2020-04-30,1,2020,MP52,2020-06-05,,,2020-04-19,19.0,7.0,0.0,True,0,,,,5.6,3.0,5.0,,0,,,,0,0,,,vs84272,,,,,,448469.72,207074.76,G,1901.72,127.995,70.8166,87.4407,0.044653359,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,28,3.0,11.0,2020-04-29,2020-05-02
20201MP52,2020-05-01,0,2020,MP52,2020-06-05,,,2020-04-19,19.0,7.0,0.0,True,0,,,,5.6,3.0,5.0,,0,,,,0,0,,,vs84272,,,,,,448469.72,207074.76,G,1901.72,127.995,70.8166,87.4407,0.044653359,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,28,3.0,12.0,2020-04-29,2020-05-02
20201MP52,2020-05-02,3,2020,MP52,2020-06-05,,,2020-04-19,19.0,7.0,0.0,True,0,,,,5.6,3.0,5.0,,0,,,,0,0,,,vs84272,,,,,,448469.72,207074.76,G,1901.72,127.995,70.8166,87.4407,0.044653359,3.0,3.0,True,28,0,2020-04-29,2020-05-02,10.0,28,3.0,13.0,2020-04-29,2020-05-02
20201MP57,2020-04-15,0,2020,MP57,2020-05-26,,,2020-04-13,13.0,7.0,1.33,True,0,2020-05-02,32.0,12.0,6.6,4.0,8.0,8.0,8,46.0,15.0,8.0,0,8,18.11,vs84233,vs84264,True,MP69,2019.0,5.0,1,448512.72,207064.76,G,1998.86,96.0614,68.2372,95.5077,-0.095979523,3.0,3.0,True,21,0,2020-04-15,2020-04-17,2.0,44,2.0,2.0,2020-04-15,2020-04-17
20201MP57,2020-04-16,1,2020,MP57,2020-05-26,,,2020-04-13,13.0,7.0,1.33,True,0,2020-05-02,32.0,12.0,6.6,4.0,8.0,8.0,8,46.0,15.0,8.0,0,8,18.11,vs84233,vs84264,True,MP69,2019.0,5.0,1,448512.72,207064.76,G,1998.86,96.0614,68.2372,95.5077,-0.095979523,3.0,3.0,True,21,0,2020-04-15,2020-04-17,2.0,44,2.0,3.0,2020-04-15,2020-04-17
20201MP57,2020-04-17,6,2020,MP57,2020-05-26,,,2020-04-13,13.0,7.0,1.33,True,0,2020-05-02,32.0,12.0,6.6,4.0,8.0,8.0,8,46.0,15.0,8.0,0,8,18.11,vs84233,vs84264,True,MP69,2019.0,5.0,1,448512.72,207064.76,G,1998.86,96.0614,68.2372,95.5077,-0.095979523,3.0,3.0,True,21,0,2020-04-15,2020-04-17,2.0,44,2.0,4.0,2020-04-15,2020-04-17
20201MP58,2020-04-10,19,2020,MP58,2020-05-27,,,2020-04-13,13.0,7.0,1.0,True,0,2020-05-03,33.0,14.0,5.8,4.0,7.0,6.0,6,47.0,15.0,6.0,0,6,16.68,vs84234,vz33794,True,MP69,2019.0,5.0,1,448488.72,207049.76,G,1377.03,121.534,69.6802,101.741,-0.203487961,3.0,3.0,True,21,0,2020-04-10,2020-04-12,-3.0,304,10.0,-3.0,2020-04-10,2020-04-12
20201MP58,2020-04-11,0,2020,MP58,2020-05-27,,,2020-04-13,13.0,7.0,1.0,True,0,2020-05-03,33.0,14.0,5.8,4.0,7.0,6.0,6,47.0,15.0,6.0,0,6,16.68,vs84234,vz33794,True,MP69,2019.0,5.0,1,448488.72,207049.76,G,1377.03,121.534,69.6802,101.741,-0.203487961,3.0,3.0,True,21,0,2020-04-10,2020-04-12,-3.0,304,10.0,-2.0,2020-04-10,2020-04-12
